home,ratings,bedrooms,beds,baths,house_type,city,price
Vacation home in Austin ,4.61,4 bedrooms,6.0,2.0,Vacation home,Austin ,161
Home in Austin ,,3 bedrooms,4.0,2.5,Home,Austin ,888
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,125
Guest suite in Austin ,4.86,1 bedroom,1.0,1.0,Guest suite,Austin ,80
Rental unit in Austin ,4.64,2 bedrooms,4.0,1.0,Rental unit,Austin ,67
Home in Austin ,,1 bedroom,1.0,1.5,Home,Austin ,248
Home in Austin ,5.0,2 bedrooms,2.0,2.5,Home,Austin ,150
Condo in Austin ,4.94,1 bedroom,1.0,1.0,Condo,Austin ,114
Townhouse in Lakeway ,4.90,4 bedrooms,4.0,4.0,Townhouse,Lakeway ,270
Home in Austin ,4.96,5 bedrooms,1.0,3.5,Home,Austin ,428
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,800
Home in Austin ,,3 bedrooms,3.0,2.5,Home,Austin ,1100
Townhouse in Austin ,,4 bedrooms,5.0,4.5,Townhouse,Austin ,1295
Rental unit in Austin ,4.63,2 bedrooms,2.0,2.0,Rental unit,Austin ,121
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,176
Home in Austin ,4.60,3 bedrooms,4.0,2.0,Home,Austin ,150
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,157
Home in Austin ,4.80,1 bedroom,1.0,1.0,Home,Austin ,206
Tiny home in Austin ,5.0,1 bedroom,2.0,1.0,Tiny home,Austin ,150
Condo in Austin ,4.92,1 bedroom,1.0,1.0,Condo,Austin ,147
Home in Austin ,4.82,2 bedrooms,3.0,1.0,Home,Austin ,92
Guesthouse in Austin ,4.92,3 bedrooms,3.0,1.0,Guesthouse,Austin ,148
Townhouse in Austin ,4.40,2 bedrooms,2.0,1.5,Townhouse,Austin ,130
Boutique hotel in Austin ,,2 bedrooms,3.0,2.0,Boutique hotel,Austin ,411
Home in Austin ,4.56,3 bedrooms,5.0,1.0,Home,Austin ,103
Condo in Austin ,4.63,1 bedroom,1.0,1.0,Condo,Austin ,106
Home in Austin ,4.93,1 bedroom,1.0,0.5,Home,Austin ,53
Condo in Austin ,5.0,1 bedroom,1.0,1.5,Condo,Austin ,100
Home in Austin ,4.88,3 bedrooms,3.0,2.5,Home,Austin ,129
Rental unit in Austin ,4.08,1 bedroom,2.0,1.0,Rental unit,Austin ,121
Condo in Austin ,,1 bedroom,2.0,1.0,Condo,Austin ,144
Rental unit in Austin ,4.39,,1.0,1.0,Rental unit,Austin ,69
Rental unit in Austin ,4.90,2 bedrooms,2.0,2.0,Rental unit,Austin ,166
Home in Austin ,4.95,4 bedrooms,6.0,2.0,Home,Austin ,367
Home in Austin ,5.0,2 bedrooms,2.0,1.5,Home,Austin ,135
Home in Austin ,,2 bedrooms,2.0,2.0,Home,Austin ,140
Home in Austin ,4.98,2 bedrooms,3.0,1.5,Home,Austin ,110
Rental unit in Austin ,4.64,1 bedroom,1.0,1.0,Rental unit,Austin ,165
Guest suite in Austin ,5.0,,1.0,1.0,Guest suite,Austin ,105
Rental unit in Austin ,,1 bedroom,2.0,1.0,Rental unit,Austin ,84
Rental unit in Austin ,5.0,2 bedrooms,2.0,2.0,Rental unit,Austin ,98
Home in Austin ,4.89,3 bedrooms,4.0,1.0,Home,Austin ,552
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,36
Guesthouse in Austin ,4.80,1 bedroom,1.0,1.0,Guesthouse,Austin ,62
Guest suite in Austin ,4.83,1 bedroom,1.0,1.0,Guest suite,Austin ,120
Home in Austin ,4.95,3 bedrooms,4.0,2.0,Home,Austin ,112
Home in Austin ,4.43,3 bedrooms,3.0,2.0,Home,Austin ,179
Home in Austin ,4.92,4 bedrooms,8.0,2.0,Home,Austin ,463
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,143
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,143
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,123
Home in Austin ,5.0,5 bedrooms,6.0,4.5,Home,Austin ,1050
Home in Austin ,4.96,5 bedrooms,3.0,3.0,Home,Austin ,359
Home in Austin ,5.0,1 bedroom,1.0,1.5,Home,Austin ,156
Home in Austin ,,3 bedrooms,3.0,2.5,Home,Austin ,1000
Home in Austin ,4.75,2 bedrooms,4.0,2.0,Home,Austin ,113
Home in Austin ,4.96,3 bedrooms,5.0,2.0,Home,Austin ,227
Camper/RV in Austin ,5.0,1 bedroom,1.0,1.0,Camper/RV,Austin ,104
Rental unit in Austin ,4.49,3 bedrooms,3.0,2.0,Rental unit,Austin ,195
Townhouse in Austin ,4.95,1 bedroom,2.0,1.0,Townhouse,Austin ,108
Home in Austin ,5.0,3 bedrooms,3.0,2.5,Home,Austin ,815
Home in Austin ,4.33,3 bedrooms,3.0,2.0,Home,Austin ,263
Condo in Austin ,,1 bedroom,1.0,1.0,Condo,Austin ,200
Home in Austin ,4.99,3 bedrooms,4.0,2.0,Home,Austin ,114
Home in Austin ,4.86,4 bedrooms,5.0,3.5,Home,Austin ,399
Rental unit in Austin ,,3 bedrooms,3.0,2.0,Rental unit,Austin ,350
Home in Austin ,4.87,3 bedrooms,6.0,2.0,Home,Austin ,198
Home in Austin ,,6 bedrooms,8.0,5.5,Home,Austin ,2989
Home in Austin ,4.91,2 bedrooms,2.0,2.0,Home,Austin ,350
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,177
Rental unit in Austin ,5.0,2 bedrooms,2.0,1.0,Rental unit,Austin ,183
Home in Austin ,5.0,2 bedrooms,3.0,1.0,Home,Austin ,195
Home in Austin ,4.80,3 bedrooms,5.0,2.0,Home,Austin ,147
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,350
Home in Austin ,4.69,3 bedrooms,4.0,2.0,Home,Austin ,115
Villa in Austin ,4.77,4 bedrooms,4.0,2.0,Villa,Austin ,422
Condo in Austin ,5.0,1 bedroom,1.0,1.0,Condo,Austin ,85
Villa in Austin ,3.70,4 bedrooms,8.0,2.5,Villa,Austin ,296
Condo in Austin ,4.87,1 bedroom,3.0,1.0,Condo,Austin ,115
Rental unit in Austin ,4.93,1 bedroom,2.0,1.0,Rental unit,Austin ,111
Condo in Austin ,4.89,2 bedrooms,2.0,2.0,Condo,Austin ,102
Villa in Austin ,5.0,6 bedrooms,1.0,3.0,Villa,Austin ,710
Rental unit in Austin ,4.78,2 bedrooms,2.0,2.0,Rental unit,Austin ,98
Home in Austin ,4.86,2 bedrooms,1.0,1.0,Home,Austin ,200
Condo in Austin ,,3 bedrooms,3.0,3.0,Condo,Austin ,699
Rental unit in Austin ,4.78,1 bedroom,3.0,1.0,Rental unit,Austin ,65
Condo in Austin ,4.73,1 bedroom,2.0,1.0,Condo,Austin ,71
Home in Austin ,4.78,4 bedrooms,5.0,3.0,Home,Austin ,296
Villa in Austin ,5.0,4 bedrooms,6.0,3.5,Villa,Austin ,800
Home in Austin ,4.92,4 bedrooms,5.0,2.5,Home,Austin ,185
Home in Austin ,4.47,5 bedrooms,6.0,5.5,Home,Austin ,1526
Condo in Austin ,4.99,1 bedroom,2.0,1.0,Condo,Austin ,277
Guesthouse in Austin ,4.63,1 bedroom,2.0,1.0,Guesthouse,Austin ,110
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,358
Home in Austin ,4.93,3 bedrooms,4.0,3.5,Home,Austin ,751
Townhouse in Austin ,4.92,2 bedrooms,2.0,1.5,Townhouse,Austin ,149
Rental unit in Austin ,4.22,1 bedroom,2.0,1.0,Rental unit,Austin ,90
Home in Austin ,,3 bedrooms,3.0,3.5,Home,Austin ,450
Guesthouse in Austin ,4.97,1 bedroom,1.0,1.0,Guesthouse,Austin ,96
Home in Austin ,4.90,3 bedrooms,4.0,2.5,Home,Austin ,699
Rental unit in Austin ,5.0,1 bedroom,1.0,1.0,Rental unit,Austin ,45
Townhouse in Austin ,4.95,2 bedrooms,3.0,2.0,Townhouse,Austin ,296
Home in Austin ,4.90,5 bedrooms,6.0,2.0,Home,Austin ,266
Condo in Austin ,,1 bedroom,1.0,0.5,Condo,Austin ,19
Condo in Austin ,4.80,1 bedroom,2.0,1.5,Condo,Austin ,147
Home in Austin ,,2 bedrooms,2.0,2.0,Home,Austin ,250
Loft in Austin ,4.95,1 bedroom,1.0,1.0,Loft,Austin ,189
Condo in Austin ,,2 bedrooms,2.0,2.0,Condo,Austin ,200
Home in Austin ,,2 bedrooms,2.0,0.5,Home,Austin ,47
Home in Austin ,5.0,2 bedrooms,6.0,2.0,Home,Austin ,458
Boutique hotel in Austin ,4.93,2 bedrooms,3.0,2.0,Boutique hotel,Austin ,258
Condo in Austin ,4.97,1 bedroom,1.0,1.0,Condo,Austin ,65
Condo in Austin ,,1 bedroom,2.0,1.0,Condo,Austin ,750
Home in Austin ,5.0,2 bedrooms,2.0,1.0,Home,Austin ,96
Home in Austin ,5.0,1 bedroom,1.0,1.5,Home,Austin ,104
Home in Austin ,4.75,1 bedroom,1.0,0.5,Home,Austin ,36
Tiny home in Austin ,4.88,1 bedroom,3.0,1.0,Tiny home,Austin ,132
Villa in Austin ,,4 bedrooms,4.0,5.5,Villa,Austin ,1941
Villa in Austin ,,4 bedrooms,4.0,5.5,Villa,Austin ,3757
Villa in Austin ,,6 bedrooms,1.0,6.5,Villa,Austin ,3666
Villa in Austin ,,4 bedrooms,4.0,4.0,Villa,Austin ,1650
Villa in Austin ,,5 bedrooms,5.0,5.5,Villa,Austin ,1444
Villa in Austin ,,4 bedrooms,4.0,4.5,Villa,Austin ,2687
Villa in West Lake Hills ,,5 bedrooms,8.0,5.0,Villa,West Lake Hills ,2202
Home in Austin ,4.81,5 bedrooms,5.0,4.5,Home,Austin ,679
Condo in Austin ,4.95,1 bedroom,2.0,1.0,Condo,Austin ,149
Home in Austin ,4.96,3 bedrooms,3.0,2.5,Home,Austin ,195
Home in Austin ,4.89,4 bedrooms,4.0,2.5,Home,Austin ,211
Home in Austin ,5.0,5 bedrooms,4.0,3.0,Home,Austin ,353
Condo in Austin ,4.32,1 bedroom,1.0,1.0,Condo,Austin ,79
Home in Austin ,4.50,2 bedrooms,2.0,1.0,Home,Austin ,121
Home in Austin ,,3 bedrooms,3.0,2.5,Home,Austin ,116
Guesthouse in Austin ,5.0,1 bedroom,1.0,1.0,Guesthouse,Austin ,260
Rental unit in Austin ,4.60,1 bedroom,1.0,1.0,Rental unit,Austin ,85
Home in Austin ,,2 bedrooms,2.0,1.5,Home,Austin ,125
Home in Austin ,4.97,3 bedrooms,5.0,2.5,Home,Austin ,182
Home in Austin ,4.87,4 bedrooms,4.0,2.5,Home,Austin ,368
Home in Austin ,4.96,2 bedrooms,2.0,1.0,Home,Austin ,146
Townhouse in Austin ,4.98,2 bedrooms,2.0,2.0,Townhouse,Austin ,168
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,50
Condo in Austin ,4.92,1 bedroom,2.0,1.0,Condo,Austin ,146
Home in Austin ,,3 bedrooms,4.0,2.0,Home,Austin ,136
Home in Austin ,4.92,4 bedrooms,5.0,2.0,Home,Austin ,263
Home in Austin ,4.92,3 bedrooms,6.0,2.5,Home,Austin ,209
Loft in Austin ,4.78,1 bedroom,1.0,1.0,Loft,Austin ,64
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,126
Guest suite in Austin ,4.96,1 bedroom,1.0,1.0,Guest suite,Austin ,120
Home in Austin ,5.0,2 bedrooms,2.0,2.0,Home,Austin ,200
Townhouse in Austin ,4.89,3 bedrooms,7.0,2.0,Townhouse,Austin ,218
Rental unit in Austin ,4.77,2 bedrooms,2.0,2.0,Rental unit,Austin ,108
Home in Austin ,4.83,3 bedrooms,4.0,2.5,Home,Austin ,163
Home in Austin ,5.0,3 bedrooms,5.0,2.0,Home,Austin ,199
Condo in Austin ,4.92,1 bedroom,1.0,1.0,Condo,Austin ,127
Rental unit in Austin ,4.80,2 bedrooms,2.0,2.0,Rental unit,Austin ,137
Home in Austin ,5.0,3 bedrooms,4.0,2.0,Home,Austin ,288
Condo in Austin ,5.0,1 bedroom,4.0,1.5,Condo,Austin ,225
Home in Austin ,4.33,1 bedroom,1.0,0.5,Home,Austin ,38
Home in Austin ,,3 bedrooms,3.0,2.0,Home,Austin ,121
Home in Austin ,4.88,2 bedrooms,2.0,1.5,Home,Austin ,110
Rental unit in Austin ,4.80,1 bedroom,2.0,1.0,Rental unit,Austin ,97
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,115
Home in Austin ,4.93,1 bedroom,1.0,1.0,Home,Austin ,130
Home in Austin ,4.76,2 bedrooms,3.0,1.5,Home,Austin ,118
Home in Austin ,4.89,4 bedrooms,4.0,3.0,Home,Austin ,275
Camper/RV in Austin ,5.0,1 bedroom,1.0,1.0,Camper/RV,Austin ,115
Home in Austin ,,3 bedrooms,3.0,2.5,Home,Austin ,350
Boutique hotel in Austin ,,1 bedroom,2.0,1.0,Boutique hotel,Austin ,355
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,155
Home in Austin ,4.75,4 bedrooms,4.0,2.0,Home,Austin ,317
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,151
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,127
Home in Austin ,,4 bedrooms,7.0,2.5,Home,Austin ,298
Guesthouse in Austin ,5.0,2 bedrooms,4.0,1.0,Guesthouse,Austin ,171
Guesthouse in Austin ,4.89,1 bedroom,1.0,1.0,Guesthouse,Austin ,96
Rental unit in Austin ,4.51,2 bedrooms,3.0,2.5,Rental unit,Austin ,173
Home in Austin ,4.46,1 bedroom,1.0,0.5,Home,Austin ,39
Home in Austin ,4.98,4 bedrooms,5.0,3.0,Home,Austin ,345
Home in Austin ,4.96,3 bedrooms,3.0,2.0,Home,Austin ,216
Townhouse in Austin ,4.96,2 bedrooms,2.0,1.5,Townhouse,Austin ,125
Condo in Austin ,4.85,2 bedrooms,2.0,1.5,Condo,Austin ,211
Guesthouse in Austin ,5.0,1 bedroom,1.0,1.0,Guesthouse,Austin ,132
Tiny home in Austin ,4.71,1 bedroom,3.0,1.0,Tiny home,Austin ,132
Condo in Austin ,4.93,1 bedroom,1.0,1.0,Condo,Austin ,199
Home in Austin ,5.0,2 bedrooms,2.0,2.0,Home,Austin ,221
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,183
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,292
Condo in Austin ,4.87,2 bedrooms,4.0,2.5,Condo,Austin ,215
Villa in Austin ,,5 bedrooms,6.0,4.5,Villa,Austin ,2849
Rental unit in Austin ,4.77,2 bedrooms,2.0,1.0,Rental unit,Austin ,114
Home in Austin ,5.0,3 bedrooms,4.0,2.5,Home,Austin ,165
Camper/RV in Austin ,4.93,1 bedroom,1.0,1.0,Camper/RV,Austin ,100
Home in Austin ,4.83,1 bedroom,1.0,0.5,Home,Austin ,40
Rental unit in Austin ,4.80,1 bedroom,2.0,1.0,Rental unit,Austin ,89
Bungalow in Austin ,4.98,1 bedroom,1.0,1.0,Bungalow,Austin ,150
Home in Austin ,4.83,5 bedrooms,1.0,3.0,Home,Austin ,484
Condo in Austin ,,3 bedrooms,3.0,2.0,Condo,Austin ,186
Condo in Austin ,4.87,2 bedrooms,3.0,2.0,Condo,Austin ,317
Rental unit in Austin ,5.0,1 bedroom,1.0,1.0,Rental unit,Austin ,125
Home in Austin ,,3 bedrooms,3.0,1.0,Home,Austin ,107
Guest suite in Austin ,4.94,1 bedroom,1.0,1.0,Guest suite,Austin ,102
Home in Austin ,4.85,1 bedroom,1.0,0.5,Home,Austin ,44
Home in Austin ,4.75,1 bedroom,1.0,0.5,Home,Austin ,47
Home in Austin ,4.79,2 bedrooms,2.0,1.5,Home,Austin ,135
Home in Austin ,4.67,1 bedroom,1.0,1.0,Home,Austin ,56
Home in Austin ,5.0,1 bedroom,1.0,1.5,Home,Austin ,79
Home in Austin ,4.94,5 bedrooms,1.0,3.5,Home,Austin ,730
Home in Austin ,5.0,5 bedrooms,7.0,3.5,Home,Austin ,1022
Cottage in Austin ,5.0,2 bedrooms,3.0,2.0,Cottage,Austin ,172
Rental unit in Austin ,4.57,2 bedrooms,2.0,1.0,Rental unit,Austin ,209
Home in Austin ,4.73,3 bedrooms,3.0,2.5,Home,Austin ,459
Home in Austin ,4.87,7 bedrooms,1.0,4.0,Home,Austin ,652
Condo in Austin ,4.78,2 bedrooms,2.0,1.5,Condo,Austin ,202
Home in Austin ,5.0,4 bedrooms,1.0,0.5,Home,Austin ,125
Home in Austin ,4.89,3 bedrooms,4.0,2.0,Home,Austin ,172
Home in Austin ,,2 bedrooms,3.0,1.5,Home,Austin ,298
Home in Austin ,,2 bedrooms,2.0,1.0,Home,Austin ,119
Townhouse in Austin ,5.0,2 bedrooms,2.0,2.5,Townhouse,Austin ,217
Home in Austin ,4.92,2 bedrooms,2.0,1.0,Home,Austin ,152
Guest suite in Austin ,5.0,1 bedroom,1.0,1.0,Guest suite,Austin ,164
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,148
Cottage in Austin ,4.97,,2.0,1.0,Cottage,Austin ,178
Home in Austin ,,2 bedrooms,2.0,2.0,Home,Austin ,650
Guesthouse in Austin ,5.0,1 bedroom,2.0,1.5,Guesthouse,Austin ,85
Home in Austin ,4.89,3 bedrooms,5.0,2.5,Home,Austin ,156
Condo in Austin ,4.88,1 bedroom,2.0,1.0,Condo,Austin ,128
Townhouse in Austin ,4.97,2 bedrooms,3.0,1.5,Townhouse,Austin ,182
Townhouse in Austin ,5.0,2 bedrooms,4.0,1.5,Townhouse,Austin ,144
Home in Austin ,5.0,2 bedrooms,2.0,1.0,Home,Austin ,148
Rental unit in Austin ,4.90,1 bedroom,1.0,1.0,Rental unit,Austin ,207
Home in Austin ,,3 bedrooms,4.0,2.0,Home,Austin ,300
Home in Austin ,5.0,2 bedrooms,2.0,1.0,Home,Austin ,82
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,339
Home in Austin ,4.67,4 bedrooms,6.0,2.5,Home,Austin ,234
Rental unit in Austin ,4.58,1 bedroom,2.0,1.0,Rental unit,Austin ,79
Rental unit in Austin ,4.50,1 bedroom,1.0,1.0,Rental unit,Austin ,170
Townhouse in Austin ,5.0,2 bedrooms,2.0,2.5,Townhouse,Austin ,190
Home in Austin ,4.68,1 bedroom,1.0,1.0,Home,Austin ,142
Home in Austin ,4.95,3 bedrooms,3.0,1.0,Home,Austin ,112
Rental unit in Austin ,4.67,,1.0,1.0,Rental unit,Austin ,129
Rental unit in Austin ,3.86,1 bedroom,2.0,1.0,Rental unit,Austin ,74
Rental unit in Austin ,4.40,1 bedroom,2.0,1.0,Rental unit,Austin ,108
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,290
Condo in Austin ,3.67,1 bedroom,1.0,1.0,Condo,Austin ,152
Home in Austin ,5.0,2 bedrooms,2.0,2.0,Home,Austin ,170
Home in Austin ,4.97,1 bedroom,2.0,1.0,Home,Austin ,130
Home in Austin ,4.58,1 bedroom,2.0,1.0,Home,Austin ,142
Home in Austin ,4.89,1 bedroom,1.0,1.0,Home,Austin ,124
Home in Austin ,4.81,2 bedrooms,3.0,2.0,Home,Austin ,235
Home in Austin ,4.81,2 bedrooms,3.0,1.5,Home,Austin ,187
Home in Austin ,4.83,1 bedroom,1.0,1.0,Home,Austin ,126
Home in Austin ,4.54,4 bedrooms,4.0,2.5,Home,Austin ,178
Home in Austin ,4.67,4 bedrooms,4.0,2.0,Home,Austin ,585
Condo in Austin ,4.74,2 bedrooms,3.0,1.5,Condo,Austin ,167
Condo in Austin ,4.79,2 bedrooms,3.0,1.5,Condo,Austin ,133
Condo in Austin ,4.86,2 bedrooms,3.0,1.5,Condo,Austin ,163
Condo in Austin ,4.65,2 bedrooms,3.0,1.5,Condo,Austin ,174
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,90
Serviced apartment in Austin ,,1 bedroom,1.0,1.0,Serviced apartment,Austin ,137
Rental unit in Austin ,4.72,2 bedrooms,2.0,2.0,Rental unit,Austin ,85
Home in Austin ,4.92,3 bedrooms,4.0,3.0,Home,Austin ,590
Home in Austin ,,3 bedrooms,3.0,3.0,Home,Austin ,264
Home in Austin ,,3 bedrooms,3.0,2.5,Home,Austin ,700
Condo in Austin ,4.81,1 bedroom,2.0,1.0,Condo,Austin ,108
Condo in Austin ,4.94,2 bedrooms,3.0,1.5,Condo,Austin ,314
Condo in Austin ,4.89,2 bedrooms,3.0,1.5,Condo,Austin ,163
Rental unit in Austin ,4.67,2 bedrooms,2.0,2.0,Rental unit,Austin ,90
Home in Austin ,4.98,4 bedrooms,5.0,2.0,Home,Austin ,242
Condo in Austin ,5.0,3 bedrooms,4.0,2.0,Condo,Austin ,425
Rental unit in Austin ,,2 bedrooms,2.0,1.0,Rental unit,Austin ,296
Home in Austin ,5.0,3 bedrooms,4.0,2.0,Home,Austin ,135
Home in Austin ,5.0,4 bedrooms,7.0,2.0,Home,Austin ,344
Guesthouse in Austin ,4.92,1 bedroom,1.0,1.0,Guesthouse,Austin ,191
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,146
Home in Austin ,4.75,3 bedrooms,3.0,2.5,Home,Austin ,189
Home in Austin ,4.94,4 bedrooms,4.0,2.5,Home,Austin ,238
Home in Austin ,,2 bedrooms,2.0,2.5,Home,Austin ,425
Home in Austin ,4.96,1 bedroom,1.0,1.0,Home,Austin ,150
Home in Austin ,4.78,2 bedrooms,2.0,1.0,Home,Austin ,109
Home in Austin ,4.78,2 bedrooms,2.0,2.0,Home,Austin ,123
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,124
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,149
Home in Austin ,4.33,4 bedrooms,4.0,3.0,Home,Austin ,350
Guesthouse in Austin ,5.0,1 bedroom,1.0,1.0,Guesthouse,Austin ,90
Home in Austin ,4.82,1 bedroom,1.0,0.5,Home,Austin ,46
Home in Austin ,4.93,4 bedrooms,5.0,2.0,Home,Austin ,138
Guesthouse in Austin ,4.88,1 bedroom,1.0,1.0,Guesthouse,Austin ,68
Home in Austin ,4.88,3 bedrooms,3.0,2.0,Home,Austin ,186
Home in Austin ,5.0,1 bedroom,1.0,0.5,Home,Austin ,110
Home in Austin ,,2 bedrooms,2.0,1.5,Home,Austin ,540
Home in Austin ,,3 bedrooms,7.0,2.5,Home,Austin ,1000
Guesthouse in Austin ,4.98,1 bedroom,1.0,1.0,Guesthouse,Austin ,107
Home in Austin ,4.85,3 bedrooms,8.0,2.0,Home,Austin ,233
Home in Austin ,4.77,4 bedrooms,4.0,2.5,Home,Austin ,234
Home in Austin ,4.94,2 bedrooms,2.0,1.5,Home,Austin ,200
Home in Austin ,4.67,3 bedrooms,3.0,2.5,Home,Austin ,1500
Condo in Austin ,4.75,2 bedrooms,2.0,2.0,Condo,Austin ,200
Condo in Austin ,,3 bedrooms,4.0,2.5,Condo,Austin ,511
Home in Austin ,4.60,3 bedrooms,3.0,2.0,Home,Austin ,135
Condo in Austin ,5.0,2 bedrooms,1.0,0.5,Condo,Austin ,109
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,140
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,130
Home in Austin ,5.0,1 bedroom,1.0,1.5,Home,Austin ,105
Guesthouse in Austin ,,1 bedroom,1.0,1.0,Guesthouse,Austin ,95
Condo in Austin ,4.93,1 bedroom,1.0,1.0,Condo,Austin ,77
Home in Austin ,,2 bedrooms,2.0,2.5,Home,Austin ,179
Home in Austin ,,4 bedrooms,4.0,3.5,Home,Austin ,3659
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,100
Home in Austin ,5.0,3 bedrooms,3.0,2.0,Home,Austin ,144
Home in Austin ,,3 bedrooms,4.0,2.0,Home,Austin ,135
Rental unit in Austin ,4.37,6 bedrooms,7.0,3.0,Rental unit,Austin ,145
Home in Austin ,,3 bedrooms,5.0,3.0,Home,Austin ,10309
Rental unit in Austin ,4.41,6 bedrooms,7.0,3.0,Rental unit,Austin ,234
Home in Austin ,3.71,5 bedrooms,7.0,3.0,Home,Austin ,873
Guest suite in Austin ,4.98,1 bedroom,2.0,1.0,Guest suite,Austin ,147
Home in Austin ,4.73,2 bedrooms,4.0,2.5,Home,Austin ,222
Home in Austin ,5.0,4 bedrooms,6.0,3.5,Home,Austin ,1550
Home in Austin ,4.51,2 bedrooms,3.0,2.0,Home,Austin ,425
Home in Austin ,5.0,1 bedroom,1.0,1.0,Home,Austin ,72
Home in Austin ,4.95,1 bedroom,1.0,1.0,Home,Austin ,77
Home in Austin ,4.88,3 bedrooms,3.0,2.5,Home,Austin ,185
Townhouse in Austin ,4.93,3 bedrooms,3.0,2.5,Townhouse,Austin ,103
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,88
Home in Austin ,5.0,2 bedrooms,2.0,1.0,Home,Austin ,115
Treehouse in Lakeway ,4.86,2 bedrooms,2.0,2.0,Treehouse,Lakeway ,244
Home in Austin ,5.0,2 bedrooms,2.0,1.0,Home,Austin ,238
Guest suite in Austin ,4.93,,2.0,1.0,Guest suite,Austin ,72
Home in Austin ,4.79,1 bedroom,1.0,0.5,Home,Austin ,52
Home in Austin ,4.85,2 bedrooms,2.0,1.0,Home,Austin ,110
Guesthouse in Austin ,5.0,2 bedrooms,5.0,2.0,Guesthouse,Austin ,416
Home in Austin ,4.81,3 bedrooms,4.0,2.0,Home,Austin ,204
Home in Austin ,,2 bedrooms,2.0,2.0,Home,Austin ,95
Home in Austin ,4.94,1 bedroom,1.0,0.5,Home,Austin ,36
Tiny home in Austin ,4.94,1 bedroom,1.0,1.0,Tiny home,Austin ,122
Home in Austin ,4.80,4 bedrooms,5.0,3.5,Home,Austin ,1150
Home in Austin ,4.85,2 bedrooms,4.0,2.0,Home,Austin ,424
Home in Austin ,4.97,7 bedrooms,9.0,5.5,Home,Austin ,1453
Home in Austin ,5.0,2 bedrooms,2.0,2.5,Home,Austin ,357
Rental unit in Austin ,4.69,1 bedroom,2.0,1.0,Rental unit,Austin ,85
Guesthouse in Austin ,5.0,2 bedrooms,3.0,1.5,Guesthouse,Austin ,243
Guest suite in Austin ,4.92,2 bedrooms,3.0,1.0,Guest suite,Austin ,137
Villa in West Lake Hills ,,4 bedrooms,4.0,5.0,Villa,West Lake Hills ,2857
Home in Austin ,4.95,1 bedroom,1.0,0.5,Home,Austin ,110
Home in Austin ,5.0,3 bedrooms,4.0,2.0,Home,Austin ,440
Home in Austin ,4.92,1 bedroom,1.0,0.5,Home,Austin ,85
Home in Austin ,4.97,4 bedrooms,7.0,3.5,Home,Austin ,549
Townhouse in Austin ,4.89,2 bedrooms,4.0,1.5,Townhouse,Austin ,225
Rental unit in Austin ,,2 bedrooms,2.0,2.0,Rental unit,Austin ,237
Rental unit in Austin ,,1 bedroom,1.0,1.0,Rental unit,Austin ,93
Guesthouse in Austin ,5.0,1 bedroom,2.0,1.0,Guesthouse,Austin ,175
Home in Austin ,5.0,2 bedrooms,3.0,2.0,Home,Austin ,177
Home in Austin ,4.81,1 bedroom,2.0,0.5,Home,Austin ,56
Home in Austin ,,1 bedroom,1.0,0.5,Home,Austin ,75
Home in Austin ,,2 bedrooms,3.0,2.0,Home,Austin ,291
Condo in Austin ,4.96,1 bedroom,2.0,1.0,Condo,Austin ,171
