home,ratings,bedrooms,beds,baths,house_type,city,price
Home in Austin ,New,2 bedrooms,2.0,2.5,Home,Austin ,43
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,120
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,124
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,125
Home in Austin ,New,3 bedrooms,2.0,2.0,Home,Austin ,240
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,132
Rental unit in Austin ,New,3 bedrooms,3.0,3.0,Rental unit,Austin ,86
Rental unit in Austin ,New,3 bedrooms,3.0,3.0,Rental unit,Austin ,157
Rental unit in Austin ,New,,1.0,1.0,Rental unit,Austin ,77
Home in Austin ,New,3 bedrooms,9.0,3.0,Home,Austin ,371
Home in Austin ,New,1 bedroom,1.0,0.5,Home,Austin ,52
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,104
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,115
Home in Austin ,New,1 bedroom,3.0,1.0,Home,Austin ,180
Home in Smith County ,New,5 bedrooms,8.0,4.5,Home,Smith County ,1280
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,132
Home in Austin ,New,6 bedrooms,8.0,6.5,Home,Austin ,2699
Hotel in Austin ,New,1 bedroom,2.0,1.0,Hotel,Austin ,206
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,35
Hotel in Austin ,New,1 bedroom,2.0,1.0,Hotel,Austin ,206
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,341
Hotel in Austin ,New,1 bedroom,2.0,1.0,Hotel,Austin ,206
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,185
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,189
Condo in Austin ,New,2 bedrooms,3.0,2.0,Condo,Austin ,297
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,53
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,70
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,58
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,207
Rental unit in Austin ,New,1 bedroom,2.0,1.0,Rental unit,Austin ,213
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,204
Condo in Austin ,New,1 bedroom,2.0,1.0,Condo,Austin ,196
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,169
Home in Austin ,New,2 bedrooms,3.0,2.5,Home,Austin ,263
Home in Austin ,New,5 bedrooms,5.0,3.5,Home,Austin ,318
Home in Austin ,New,2 bedrooms,2.0,1.0,Home,Austin ,108
Home in Austin ,New,2 bedrooms,2.0,2.0,Home,Austin ,88
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,259
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,76
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,82
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,76
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,76
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,82
Rental unit in Austin ,New,1 bedroom,4.0,1.0,Rental unit,Austin ,70
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,135
Home in Austin ,New,3 bedrooms,6.0,2.5,Home,Austin ,433
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,147
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,130
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,150
Rental unit in Austin ,New,2 bedrooms,2.0,2.0,Rental unit,Austin ,83
Guesthouse in Austin ,New,1 bedroom,3.0,1.0,Guesthouse,Austin ,207
Rental unit in Austin ,New,6 bedrooms,6.0,6.0,Rental unit,Austin ,241
Rental unit in Austin ,New,1 bedroom,1.0,1.0,Rental unit,Austin ,90
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,70
Home in Austin ,New,4 bedrooms,3.0,3.5,Home,Austin ,522
Home in Austin ,New,2 bedrooms,3.0,1.5,Home,Austin ,72
Home in West Lake Hills ,New,3 bedrooms,5.0,2.0,Home,West Lake Hills ,325
Guesthouse in Austin ,New,1 bedroom,1.0,1.0,Guesthouse,Austin ,92
Home in Austin ,New,1 bedroom,1.0,1.0,Home,Austin ,50
Home in Austin ,New,4 bedrooms,4.0,2.0,Home,Austin ,157
Home in Austin ,New,3 bedrooms,4.0,2.5,Home,Austin ,117
Home in Austin ,New,3 bedrooms,3.0,2.0,Home,Austin ,133
Home in Austin ,New,4 bedrooms,3.0,2.5,Home,Austin ,400
